case-3987,T10 Determine necessity to stop indication - Resource08,579.1106944444444
case-4008,Confirmation of receipt - admin2,582.1344883333312
case-3995,T02 Check confirmation of receipt - Resource19,582.508797500001
case-3998,T02 Check confirmation of receipt - Resource19,582.5200286110904
case-3987,T02 Check confirmation of receipt - Resource19,582.5271986111005
case-4010,T02 Check confirmation of receipt - Resource19,582.5338963888751
case-3961,Confirmation of receipt - Resource11,599.6532249999709
case-3961,T06 Determine necessity of stop advice - Resource11,599.7307502777709
case-3961,T07-3 Draft intern advice hold for aspect 3 - Resource11,599.9986008333498
case-3879,Confirmation of receipt - Resource11,600.120163888865
case-3995,T04 Determine confirmation of receipt - Resource19,626.4010741666291
case-3998,T04 Determine confirmation of receipt - Resource19,626.4073147222068
case-3987,T04 Determine confirmation of receipt - Resource19,626.4225847222408
case-4010,T04 Determine confirmation of receipt - Resource19,626.4298436111212
case-3995,T05 Print and send confirmation of receipt - Resource20,628.3961130555471
case-3998,T05 Print and send confirmation of receipt - Resource20,628.4111386111048
case-3987,T05 Print and send confirmation of receipt - Resource20,628.429383888907
case-4010,T05 Print and send confirmation of receipt - Resource20,628.4403888888492
case-416,Case Delayed,634.2398132555599
case-3961,T06 Determine necessity of stop advice - Resource11,719.3668555555741
case-3961,T10 Determine necessity to stop indication - Resource11,719.3815633333392
case-3877,Confirmation of receipt - Resource12,721.2882494444317
case-4014,Confirmation of receipt - Resource11,722.0379663888614
case-4014,T06 Determine necessity of stop advice - Resource11,722.0734500000212
case-4014,T10 Determine necessity to stop indication - Resource11,722.084412777755
case-4014,T02 Check confirmation of receipt - Resource21,722.4119902777671
case-4017,Confirmation of receipt - Resource11,722.9236372221841
case-4017,T06 Determine necessity of stop advice - Resource11,722.9818033332957
case-4017,T10 Determine necessity to stop indication - Resource11,723.0192574999729
case-4014,T04 Determine confirmation of receipt - Resource19,723.3110819444391
case-4017,T02 Check confirmation of receipt - Resource19,723.3266358333163
case-4020,Confirmation of receipt - Resource11,723.4293405555354
case-4020,T06 Determine necessity of stop advice - Resource11,723.4379086110989
case-4020,T10 Determine necessity to stop indication - Resource11,723.453653888901
case-4017,T04 Determine confirmation of receipt - Resource19,723.5372358333402
case-4021,Confirmation of receipt - Resource11,724.5796638888783
case-4021,T06 Determine necessity of stop advice - Resource11,724.6027091666725
case-4021,T10 Determine necessity to stop indication - Resource11,724.6439780555169
case-4021,T16 Report reasons to hold request - Resource11,724.7894477778011
case-4021,T17 Check report Y to stop indication - Resource11,725.0073899999592
case-4021,T19 Determine report Y to stop indication - Resource11,725.0232147222096
case-4021,T20 Print report Y to stop indication - Resource11,725.0287463888857
case-4025,Confirmation of receipt - Resource11,725.7467611110873
case-4025,T06 Determine necessity of stop advice - Resource11,725.7524513889022
case-4025,T10 Determine necessity to stop indication - Resource11,725.7640416666534
case-4025,T02 Check confirmation of receipt - Resource11,725.7705083333121
case-4027,Confirmation of receipt - Resource11,742.1989286110799
case-4027,T06 Determine necessity of stop advice - Resource11,742.2066380555763
case-4027,T10 Determine necessity to stop indication - Resource11,742.2186672221952
case-3877,T06 Determine necessity of stop advice - Resource12,745.2945430555609
case-3877,T02 Check confirmation of receipt - Resource12,745.3508055555158
case-3877,T04 Determine confirmation of receipt - Resource12,745.3690902777513
case-4028,Confirmation of receipt - Resource01,747.3611988888847
case-4028,T06 Determine necessity of stop advice - Resource01,747.4066697221995
case-4028,T10 Determine necessity to stop indication - Resource01,747.4227249999841
case-3998,T06 Determine necessity of stop advice - Resource08,749.295433611075
case-3998,T10 Determine necessity to stop indication - Resource08,749.3022813889053
case-3984,T07-3 Draft intern advice hold for aspect 3 - Resource35,750.4472758333551
case-3984,Case Delayed,757.2553413111217
case-4057,Confirmation of receipt - Resource11,766.1449383332995
case-4057,T06 Determine necessity of stop advice - Resource11,766.1511502777868
case-4057,T10 Determine necessity to stop indication - Resource11,766.2338724999958
case-4057,T02 Check confirmation of receipt - Resource11,766.3849519444175
case-4057,T03 Adjust confirmation of receipt - Resource11,766.5267586110698
case-4058,Confirmation of receipt - Resource11,766.636834166646
case-4058,T06 Determine necessity of stop advice - Resource11,766.6545355555746
case-4058,T10 Determine necessity to stop indication - Resource11,766.668229722182
case-4059,Confirmation of receipt - Resource11,767.1262966666619
case-4059,T06 Determine necessity of stop advice - Resource11,767.140302777754
case-4059,T10 Determine necessity to stop indication - Resource11,767.1480058332946
case-4014,T05 Print and send confirmation of receipt - Resource20,767.4091775000095
case-4017,T05 Print and send confirmation of receipt - Resource20,767.4260938888788
case-3877,T05 Print and send confirmation of receipt - Resource20,767.437670833336
case-3877,T08 Draft and send request for advice - Resource12,768.7633027777407
case-3877,T07-5 Draft intern advice aspect 5 - Resource12,768.7687441666259
case-3877,T09-4 Process or receive external advice from party 4 - Resource12,768.7733038889037
case-3877,T06 Determine necessity of stop advice - Resource12,768.7856369444397
case-3877,T10 Determine necessity to stop indication - Resource12,768.7929222222169
case-709,Confirmation of receipt - Resource21,769.6203105555641
case-709,T02 Check confirmation of receipt - Resource21,769.6554719444116
case-709,T04 Determine confirmation of receipt - Resource21,769.6621561111344
case-709,T05 Print and send confirmation of receipt - Resource21,769.6717938888735
case-3995,Case Delayed,775.0418527000064
case-4010,Case Delayed,776.3408065888863
case-4061,Confirmation of receipt - Resource11,791.2114274999831
case-4061,T06 Determine necessity of stop advice - Resource11,791.2192919444376
case-4061,T10 Determine necessity to stop indication - Resource11,791.2287574999863
case-3984,T07-4 Draft internal advice to hold for type 4 - Resource32,791.7838616666529
case-3984,T07-2 Draft intern advice aspect 2 - Resource32,791.8625775000122
case-3984,T02 Check confirmation of receipt - Resource19,792.2240141666598
case-3984,T04 Determine confirmation of receipt - Resource19,792.2847397222122
case-4028,T02 Check confirmation of receipt - Resource19,792.6790294444561
case-4027,T02 Check confirmation of receipt - Resource19,792.9270783332984
case-4058,T02 Check confirmation of receipt - Resource19,793.0049702777466
case-4057,T02 Check confirmation of receipt - Resource19,793.0735844444566
case-4059,T02 Check confirmation of receipt - Resource19,793.0999430555768
case-4020,T02 Check confirmation of receipt - Resource19,793.1504486111138
case-4061,T02 Check confirmation of receipt - Resource19,793.2064077777995
case-4063,Confirmation of receipt - Resource11,793.3715908333328
case-4063,T06 Determine necessity of stop advice - Resource11,793.3973147222068
case-4063,T10 Determine necessity to stop indication - Resource11,793.4069811111026
case-3879,T02 Check confirmation of receipt - Resource19,794.0460683333212
case-4063,T02 Check confirmation of receipt - Resource19,794.0575691666868
case-4063,T04 Determine confirmation of receipt - Resource19,794.1664941666523
case-3926,Confirmation of receipt - Resource02,794.2135763888889
case-4027,T04 Determine confirmation of receipt - Resource11,794.2335325000021
case-4010,T06 Determine necessity of stop advice - Resource08,794.2663636110889
case-4010,T10 Determine necessity to stop indication - Resource08,794.2716025000149
case-3961,T02 Check confirmation of receipt - Resource32,794.3146422221926
case-4000,Confirmation of receipt - Resource17,794.409653333293
case-4000,T06 Determine necessity of stop advice - Resource17,794.4191555555661
case-4000,T10 Determine necessity to stop indication - Resource17,794.424633055528
case-4100,Confirmation of receipt - Resource09,794.4340199999676
case-4100,T06 Determine necessity of stop advice - Resource09,794.4807724999719
case-4061,T04 Determine confirmation of receipt - Resource19,794.5082758333285
case-4100,T07-5 Draft intern advice aspect 5 - Resource09,794.5914552778006
case-4100,T06 Determine necessity of stop advice - Resource09,794.6256697222259
case-4100,T10 Determine necessity to stop indication - Resource09,794.6348183333212
case-3961,T04 Determine confirmation of receipt - Resource19,795.9592052777608
case-4063,T05 Print and send confirmation of receipt - Resource27,796.2957497221894
case-3984,T05 Print and send confirmation of receipt - Resource27,796.3430019444227
case-4061,T05 Print and send confirmation of receipt - Resource27,796.4258666666349
case-3961,T05 Print and send confirmation of receipt - Resource27,796.5326516666677
case-3984,T06 Determine necessity of stop advice - Resource09,796.5945766666863
case-3984,T10 Determine necessity to stop indication - Resource09,796.6025591666831
case-3926,T02 Check confirmation of receipt - Resource24,796.6819800000059
case-4100,T02 Check confirmation of receipt - Resource24,796.711019999981
case-3997,Confirmation of receipt - Resource17,797.1675763888492
case-3997,T06 Determine necessity of stop advice - Resource17,797.1783088888725
case-3997,T10 Determine necessity to stop indication - Resource17,797.1835802777608
case-4100,T03 Adjust confirmation of receipt - Resource09,797.4932219444381
case-3926,T06 Determine necessity of stop advice - Resource02,797.650505555537
case-3926,T10 Determine necessity to stop indication - Resource02,797.6780836111307
case-3879,T06 Determine necessity of stop advice - Resource11,797.710135000017
case-3879,T10 Determine necessity to stop indication - Resource11,797.7194919444455
case-3926,T03 Adjust confirmation of receipt - Resource02,797.898104444411
case-4175,Confirmation of receipt - Resource25,797.9650747222371
case-4084,Confirmation of receipt - Resource09,797.969970833328
case-4175,T06 Determine necessity of stop advice - Resource25,798.0223400000069
case-4028,T04 Determine confirmation of receipt - Resource19,798.1122605555587
case-4015,Confirmation of receipt - admin2,798.2834369444184
case-4100,T02 Check confirmation of receipt - Resource09,798.3489866666662
case-4100,T03 Adjust confirmation of receipt - Resource09,798.3969563888841
case-3926,T02 Check confirmation of receipt - Resource24,798.510816111101
case-3879,Case Delayed,798.7546765888645
case-4027,T05 Print and send confirmation of receipt - Resource20,799.7262286110719
case-3926,T03 Adjust confirmation of receipt - Resource02,815.0727263889048
case-4081,Confirmation of receipt - Resource08,815.6288697222207
case-4102,Confirmation of receipt - Resource08,816.1031183333529
case-3926,T02 Check confirmation of receipt - Resource24,816.2246883333391
case-4102,T02 Check confirmation of receipt - Resource24,816.2637622221973
case-4081,T02 Check confirmation of receipt - Resource24,816.3140030555593
case-4102,T03 Adjust confirmation of receipt - Resource08,816.3839069444604
case-4081,T03 Adjust confirmation of receipt - Resource08,818.0255730555455
case-4077,Confirmation of receipt - Resource08,818.3636897222201
case-4149,Confirmation of receipt - Resource08,821.1580258333021
case-4149,T06 Determine necessity of stop advice - Resource08,821.1746388889021
case-4149,T10 Determine necessity to stop indication - Resource08,821.1822719444169
case-4114,Confirmation of receipt - Resource08,821.9837150000201
case-4011,Confirmation of receipt - Resource11,887.9584072222312
case-4011,T06 Determine necessity of stop advice - Resource11,887.9640061110921
case-4011,T10 Determine necessity to stop indication - Resource11,887.9712752778
case-4012,Confirmation of receipt - Resource11,888.35748055557406
case-4012,T06 Determine necessity of stop advice - Resource11,888.3624222222302
case-4012,T10 Determine necessity to stop indication - Resource11,888.3765830555227
case-4071,Confirmation of receipt - Resource11,888.6369580555624
case-4071,T06 Determine necessity of stop advice - Resource11,888.6415530555778
case-4071,T10 Determine necessity to stop indication - Resource11,888.6512883333365
case-4060,Confirmation of receipt - Resource11,889.0866044444508
case-4060,T06 Determine necessity of stop advice - Resource11,889.0930263888836
case-4060,T10 Determine necessity to stop indication - Resource11,889.1007836110724
case-4103,Confirmation of receipt - Resource11,889.4444291666481
case-4103,T06 Determine necessity of stop advice - Resource11,889.4492422222429
case-4103,T10 Determine necessity to stop indication - Resource11,889.4591602777773
case-4188,Confirmation of receipt - Resource09,891.3892122222318
case-4188,T06 Determine necessity of stop advice - Resource09,891.426876944436
case-4188,T08 Draft and send request for advice - Resource09,891.4381444444259
case-4188,T09-4 Process or receive external advice from party 4 - Resource09,891.4425755555762
case-4188,T06 Determine necessity of stop advice - Resource09,891.4486338888937
case-4188,T10 Determine necessity to stop indication - Resource09,891.4756286111143
case-3988,Confirmation of receipt - Resource02,892.5142030555672
case-416,T10 Determine necessity to stop indication - Resource21,892.7841927777396
case-3995,T06 Determine necessity of stop advice - Resource08,893.3627061110735
case-3995,T10 Determine necessity to stop indication - Resource08,893.9448988888661
case-4119,Confirmation of receipt - Resource11,910.607004999982
case-4119,T06 Determine necessity of stop advice - Resource11,910.6152013888624
case-4119,T10 Determine necessity to stop indication - Resource11,910.6763288888667
case-4011,T02 Check confirmation of receipt - Resource32,910.8890688888894
case-4084,T02 Check confirmation of receipt - Resource09,911.3522674999634
case-4083,Confirmation of receipt - Resource05,911.426058888899
case-3988,T06 Determine necessity of stop advice - Resource02,911.4262513888544
case-3988,T10 Determine necessity to stop indication - Resource02,911.4392363888687
case-4021,T02 Check confirmation of receipt - Resource32,911.439590555562
case-4083,T06 Determine necessity of stop advice - Resource05,911.4890408333142
case-4083,T10 Determine necessity to stop indication - Resource05,911.5084119444423
case-4084,T06 Determine necessity of stop advice - Resource09,911.6259338888857
case-4101,Confirmation of receipt - Resource05,912.295806388855
case-4101,T06 Determine necessity of stop advice - Resource05,912.3099355555242
case-4101,T10 Determine necessity to stop indication - Resource05,912.3803399999937
case-4103,T02 Check confirmation of receipt - Resource32,913.0520638889075
case-4020,T04 Determine confirmation of receipt - Resource19,913.9894069444471
case-4119,T02 Check confirmation of receipt - Resource32,914.170951111118
case-3988,T11 Create document X request unlicensed - Resource02,914.7162572222286
case-4188,T02 Check confirmation of receipt - Resource19,914.878097777764
case-3988,T12 Check document X request unlicensed - Resource24,915.5960536111063
case-4021,T04 Determine confirmation of receipt - Resource19,915.7338638889128
case-891,T02 Check confirmation of receipt - Resource21,916.8870269444253
case-891,T04 Determine confirmation of receipt - Resource21,916.891875
case-891,T05 Print and send confirmation of receipt - Resource21,916.8953783333302
case-891,T06 Determine necessity of stop advice - Resource21,916.8994538888667
case-891,T07-1 Draft intern advice aspect 1 - Resource21,916.9491197221809
case-4083,T02 Check confirmation of receipt - Resource24,917.0430727777879
case-4101,T02 Check confirmation of receipt - Resource24,917.0680788888534
case-709,T06 Determine necessity of stop advice - Resource21,917.209399166637
case-709,T07-2 Draft intern advice aspect 2 - Resource21,917.2212677777476
case-709,T06 Determine necessity of stop advice - Resource21,917.2303177777926
case-709,T10 Determine necessity to stop indication - Resource21,917.2378002777365
case-4111,Confirmation of receipt - Resource02,917.6692436110974
case-4114,T02 Check confirmation of receipt - Resource24,918.3746736111243
case-4149,T02 Check confirmation of receipt - Resource24,918.3940338889096
case-4081,T02 Check confirmation of receipt - Resource24,918.4132897222042
case-4102,T02 Check confirmation of receipt - Resource24,918.4255050000218
case-4077,T02 Check confirmation of receipt - Resource24,918.6025549999873
case-3988,T02 Check confirmation of receipt - Resource24,918.6101316666603
case-4111,T02 Check confirmation of receipt - Resource24,918.6869455555412
case-4111,T06 Determine necessity of stop advice - Resource02,918.7020486111111
case-4111,T07-1 Draft intern advice aspect 1 - Resource02,918.7224852777852
case-4111,T06 Determine necessity of stop advice - Resource02,918.7292825000154
case-4118,Confirmation of receipt - Resource04,918.8189538888798
case-4118,T06 Determine necessity of stop advice - Resource04,918.8267308333185
case-4118,T10 Determine necessity to stop indication - Resource04,918.831868333353
case-4020,Case Delayed,922.0638532555349
case-4021,Case Delayed,923.2141765888778
case-4025,Case Delayed,924.3812738110868
case-891,T06 Determine necessity of stop advice - Resource26,934.5318149999778
case-891,T07-1 Draft intern advice aspect 1 - Resource26,934.536604166627
case-891,T06 Determine necessity of stop advice - Resource26,934.5413330555624
case-891,T10 Determine necessity to stop indication - admin1,936.3018591666884
case-891,T11 Create document X request unlicensed - admin1,936.3049822221861
case-891,T12 Check document X request unlicensed - admin1,936.307891111109
case-891,T14 Determine document X request unlicensed - admin1,936.3117299999793
case-4279,Confirmation of receipt - Resource12,938.0149419444137
case-4175,T07-5 Draft intern advice aspect 5 - Resource25,940.9951075000233
case-4175,T06 Determine necessity of stop advice - Resource25,941.0076544444429
case-4175,T07-5 Draft intern advice aspect 5 - Resource25,941.0864038888614
case-4175,T06 Determine necessity of stop advice - Resource25,941.0998549999794
case-4175,T10 Determine necessity to stop indication - Resource25,941.1239472222328
case-4028,Case Delayed,945.9957115888841
case-4028,T05 Print and send confirmation of receipt - Resource20,963.5333777778017
case-4020,T05 Print and send confirmation of receipt - Resource20,963.5450355555614
case-4021,T05 Print and send confirmation of receipt - Resource20,963.5632775000068
case-4175,T02 Check confirmation of receipt - Resource28,963.9902433333132
case-4057,Case Delayed,964.7794510332989
case-4279,T06 Determine necessity of stop advice - Resource12,964.8823636111285
case-4279,T10 Determine necessity to stop indication - Resource12,964.8927961111069
case-4279,T02 Check confirmation of receipt - Resource12,965.2031408333116
case-4279,T04 Determine confirmation of receipt - Resource12,965.2113363888528
case-4279,T05 Print and send confirmation of receipt - Resource12,965.2146191666524
case-4058,Case Delayed,965.2713468666454
case-4058,T04 Determine confirmation of receipt - Resource10,965.3057161111302
case-4057,T04 Determine confirmation of receipt - Resource10,965.5982497221894
case-4059,T04 Determine confirmation of receipt - Resource10,965.6162466666434
case-3926,T04 Determine confirmation of receipt - Resource10,965.7297022222148
case-4013,Confirmation of receipt - Resource17,965.7452575000127
case-4013,T06 Determine necessity of stop advice - Resource17,965.7585813888576
case-4059,Case Delayed,965.7608093666614
case-4013,T10 Determine necessity to stop indication - Resource17,965.7647899999884
case-4119,T04 Determine confirmation of receipt - Resource10,983.6564147222042
case-4188,T04 Determine confirmation of receipt - Resource10,983.7029461110963
case-891,T15 Print document X request unlicensed - Resource26,988.334729166627
case-4114,T04 Determine confirmation of receipt - Resource10,989.4359688888655
case-4077,T04 Determine confirmation of receipt - Resource10,989.4658913888534
case-4103,T04 Determine confirmation of receipt - Resource10,989.4925341666407
case-4083,T04 Determine confirmation of receipt - Resource10,989.5293308333556
case-4101,T04 Determine confirmation of receipt - Resource10,989.558702499999
case-3988,T04 Determine confirmation of receipt - Resource10,989.5978419444297
case-4102,T04 Determine confirmation of receipt - Resource10,989.6288972222143
case-4149,T04 Determine confirmation of receipt - Resource10,989.6610252777735
case-4081,T04 Determine confirmation of receipt - Resource10,989.6964749999842
case-4111,T04 Determine confirmation of receipt - Resource10,989.7289497221841
case-3926,Case Delayed,992.8480890888884
case-4000,Case Delayed,993.0441660332925
case-4100,Case Delayed,993.0685326999671
case-3997,Case Delayed,995.8020890888487
case-4175,Case Delayed,996.5995874222366
case-4084,Case Delayed,996.6044835333275
case-4081,Case Delayed,1014.2633824222202
case-4102,Case Delayed,1014.7376310333524
case-4077,Case Delayed,1016.9982024222196
case-4149,Case Delayed,1019.7925385333016
case-4114,Case Delayed,1020.6182277000196
case-4057,T05 Print and send confirmation of receipt - admin1,1080.7615677777926
case-4059,T05 Print and send confirmation of receipt - admin1,1080.7734661110906
case-3926,T05 Print and send confirmation of receipt - admin1,1080.8081275000175
case-4058,T05 Print and send confirmation of receipt - admin1,1080.9954297222032
case-4119,T05 Print and send confirmation of receipt - admin1,1081.0079175000058
case-4188,T05 Print and send confirmation of receipt - admin1,1081.0198477777508
case-4111,T05 Print and send confirmation of receipt - admin1,1081.0298355555535
case-4077,T05 Print and send confirmation of receipt - admin1,1081.0392486111323
case-4101,T05 Print and send confirmation of receipt - admin1,1081.0493955555228
case-4149,T05 Print and send confirmation of receipt - admin1,1081.0797041666508
case-3988,T05 Print and send confirmation of receipt - admin1,1081.0893072222339
case-4114,T05 Print and send confirmation of receipt - admin1,1081.0986924999952
case-4102,T05 Print and send confirmation of receipt - admin1,1081.107745555573
case-4103,T05 Print and send confirmation of receipt - admin1,1081.118278055522
case-4083,T05 Print and send confirmation of receipt - admin1,1081.1264930555556
case-4081,T05 Print and send confirmation of receipt - admin1,1081.14114138888
case-4084,T03 Adjust confirmation of receipt - Resource09,1083.0993149999777
case-4100,T02 Check confirmation of receipt - Resource10,1084.1337602777614
case-4013,T02 Check confirmation of receipt - Resource10,1084.1984919444058
case-4118,T02 Check confirmation of receipt - Resource10,1084.233613055547
case-4084,T02 Check confirmation of receipt - Resource09,1084.5917097222143
case-4084,T03 Adjust confirmation of receipt - Resource09,1084.6016733333138
case-4011,Case Delayed,1086.5929199222307
case-4102,T06 Determine necessity of stop advice - Resource08,1086.8143427777952
case-4102,T10 Determine necessity to stop indication - Resource08,1086.8694494444132
case-4012,Case Delayed,1086.9919932555736
case-4071,Case Delayed,1087.271470755562
case-4060,Case Delayed,1087.7211171444503
case-3988,Case Delayed,1091.1487157555666
case-4077,T06 Determine necessity of stop advice - Resource09,1106.7610819444392
case-4077,T10 Determine necessity to stop indication - Resource09,1106.7686555555795
case-4175,T04 Determine confirmation of receipt - Resource19,1108.3399311110709
case-4084,T02 Check confirmation of receipt - Resource19,1108.3842347221905
case-4100,T04 Determine confirmation of receipt - Resource19,1108.4126338888539
case-4111,Case Delayed,1116.3037563110968
case-4118,Case Delayed,1117.4534665888793
case-4251,Confirmation of receipt - Resource05,1127.9880174999766
case-4251,T06 Determine necessity of stop advice - Resource05,1128.0606088888644
case-4251,T10 Determine necessity to stop indication - Resource05,1128.077602777746
case-4000,T02 Check confirmation of receipt - Resource04,1129.2525794444482
case-4000,T03 Adjust confirmation of receipt - Resource17,1129.3239600000118
case-4000,T02 Check confirmation of receipt - Resource04,1129.39866444442
case-3997,T02 Check confirmation of receipt - Resource04,1130.1787972222435
case-4081,T06 Determine necessity of stop advice - Resource08,1131.0637358333006
case-4081,T10 Determine necessity to stop indication - Resource08,1131.0678186111318
case-4114,T06 Determine necessity of stop advice - Resource08,1133.4191799999608
case-4114,T10 Determine necessity to stop indication - Resource08,1133.4245713888936
case-4414,Confirmation of receipt - Resource04,1151.7932513888677
case-4414,T06 Determine necessity of stop advice - Resource04,1151.8649186111159
case-4414,T10 Determine necessity to stop indication - Resource04,1151.8701011111339
case-4414,T02 Check confirmation of receipt - Resource14,1151.883549999992
case-4388,Confirmation of receipt - Resource04,1153.1188933333424
case-4388,T06 Determine necessity of stop advice - Resource04,1153.1568513888783
case-4388,T10 Determine necessity to stop indication - Resource04,1153.1628447222047
case-4274,Confirmation of receipt - Resource17,1153.1648013889128
case-4274,T06 Determine necessity of stop advice - Resource17,1153.176865277754
case-4274,T10 Determine necessity to stop indication - Resource17,1153.1851647222043
case-4388,T02 Check confirmation of receipt - Resource02,1153.2198125000132
case-4274,T02 Check confirmation of receipt - Resource04,1156.6911499999628
case-4251,T02 Check confirmation of receipt - Resource24,1159.0248386110861
case-4013,Case Delayed,1164.3797702000122
case-4013,T04 Determine confirmation of receipt - Resource10,1223.1043422222137
case-4118,T04 Determine confirmation of receipt - Resource10,1223.1302122222053
case-4084,T04 Determine confirmation of receipt - Resource10,1223.1690933333502
case-3997,T04 Determine confirmation of receipt - Resource02,1226.8027233333057
case-4100,T05 Print and send confirmation of receipt - admin1,1228.7629780555433
case-4344,Confirmation of receipt - Resource04,1247.9323794444401
case-4344,T02 Check confirmation of receipt - Resource04,1247.9707358333137
case-4344,T04 Determine confirmation of receipt - Resource04,1247.9752147222227
case-4344,T05 Print and send confirmation of receipt - Resource04,1248.0589849999878
case-4344,T06 Determine necessity of stop advice - Resource04,1248.079806944463
case-4344,T10 Determine necessity to stop indication - Resource04,1248.1218122222026
case-3927,Confirmation of receipt - Resource15,1250.2260419444244
case-4161,Confirmation of receipt - Resource15,1250.9839374999867
case-4380,Confirmation of receipt - Resource15,1251.0828569444682
case-4411,Confirmation of receipt - Resource15,1251.2568719444673
case-4414,T04 Determine confirmation of receipt - Resource04,1251.441236388882
case-4388,T04 Determine confirmation of receipt - Resource04,1251.4585469444594
case-4388,T05 Print and send confirmation of receipt - Resource04,1251.4708786110746
case-4317,Confirmation of receipt - Resource08,1251.63349555552
case-4317,T06 Determine necessity of stop advice - Resource08,1251.701313055555
case-4317,T10 Determine necessity to stop indication - Resource08,1251.7082872221868
case-4347,Confirmation of receipt - admin2,1254.2867330555782
case-4348,Confirmation of receipt - admin2,1254.4529663888613
case-4349,Confirmation of receipt - admin2,1254.4628625000184
case-4389,Confirmation of receipt - admin2,1254.6331008332968
case-4345,Confirmation of receipt - Resource21,1254.6410338888566
case-4363,Confirmation of receipt - admin2,1254.6423905555407
case-4345,T02 Check confirmation of receipt - Resource21,1254.7934249999787
case-4000,T04 Determine confirmation of receipt - Resource10,1273.8970305555397
case-4274,T04 Determine confirmation of receipt - Resource10,1274.0401838888724
